User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Purchase
1002369,M,42,14,B,1,1,543
1002370,M,54,1,C,2,0,709
1002371,F,43,7,C,2,0,970
1002372,F,46,7,C,1,1,881
1002374,M,33,14,B,2,0,715
1002375,F,52,7,C,1,0,592
1002376,M,28,1,A,3,0,885
1002377,M,37,0,C,3,1,804
1002378,M,27,3,C,1,1,834
1002379,M,18,18,C,1,0,618
1002380,M,30,4,A,0,1,857
1002381,F,36,9,B,2,0,541
1002382,M,54,13,B,1,0,803
1002383,F,27,14,B,3,0,765
1002384,M,40,17,C,1,0,991
1002385,F,47,2,B,3,0,969
1002386,F,30,0,B,3,0,842
1002387,M,33,17,C,4+,0,608
1002388,M,56,5,C,1,0,
1002389,M,27,16,A,0,1,691
1002390,F,29,6,C,1,0,699
1002391,M,54,18,C,4+,0,515
1002392,F,66,3,B,1,1,977
1002393,M,71,13,C,1,1,815
1002394,M,37,6,B,2,1,882
1002395,M,45,7,C,1,0,776
1002396,F,21,0,C,1,0,867
1002397,F,41,11,B,3,0,991
1002398,M,35,0,B,1,0,993
1002399,M,37,17,C,4+,0,971
1002401,M,29,4,C,3,1,689
1002402,M,47,17,B,4+,0,800
1002404,M,21,7,C,1,0,814
1002405,M,54,8,C,1,1,534
1002406,F,60,12,C,1,1,803
1002407,M,39,16,C,1,0,708
1002408,F,48,1,C,2,1,783
1002409,F,39,9,B,3,1,704
1002410,M,65,7,C,1,1,529
1002411,F,44,14,B,1,0,792
1002412,M,72,13,C,1,0,800
1002413,F,66,7,C,1,1,864
1002414,M,29,1,C,4+,1,779
1002415,M,29,7,C,2,1,814
1002416,M,46,7,C,3,1,704
1002417,M,46,1,C,1,0,701
1002418,F,15,10,B,1,0,711
1002419,M,29,0,B,3,1,686
1002420,M,53,7,C,2,1,535
1002421,M,44,7,C,2,1,983
1002422,F,53,9,C,3,1,878
1002423,F,50,9,C,2,1,701
1002424,M,33,17,C,3,0,832
1002425,F,41,14,B,2,1,760
1002426,M,55,0,C,1,1,613
1002427,F,31,14,C,3,0,859
1002428,M,46,17,B,1,0,708
1002429,M,28,2,A,2,1,597
1002430,M,27,4,B,2,0,880
1002431,F,28,4,A,0,0,882
1002432,M,30,4,A,1,1,865
1002433,M,34,4,A,1,0,972
1002434,M,28,4,C,2,0,714
1002435,M,34,4,A,3,1,815
1002436,M,35,7,B,2,0,536
1002437,M,29,4,C,4+,1,976
1002438,M,43,1,A,2,0,615
1002439,M,49,17,A,1,1,515
1002440,M,52,17,C,1,1,706
1002441,F,47,6,C,2,1,983
1002442,M,44,17,C,2,0,689
1002443,F,44,0,C,1,0,698
1002444,F,47,4,B,1,1,606
1002445,M,29,0,A,1,1,786
1002446,M,20,7,B,0,0,607
1002447,M,34,14,C,1,1,718
1002449,M,70,13,A,1,1,797
1002450,M,46,16,C,1,0,779
1002451,M,49,12,C,1,1,786
1002452,M,47,7,B,0,0,986
1002453,M,33,7,B,0,0,767
1002454,M,25,0,B,1,0,687
1002455,M,41,7,A,1,0,646
1002456,M,33,5,A,1,0,777
1002457,M,32,0,B,0,1,545
1002458,M,30,7,C,3,1,797
1002459,M,51,7,A,1,1,769
1002460,F,52,1,C,1,1,889
1002461,M,23,4,B,1,0,795
1002462,M,37,1,B,1,0,830
1002463,M,31,7,C,0,0,615
1002464,F,25,4,C,4+,0,616
1002465,M,52,6,C,0,1,801
1002466,M,33,15,B,4+,0,587
1002467,M,15,10,C,0,0,690
1002468,M,52,1,A,4+,0,686
1002469,M,32,4,B,4+,0,974
1002470,M,37,18,B,4+,1,968
1002471,M,54,13,C,2,1,541
1002472,M,35,18,A,1,1,595
1002473,M,27,12,A,1,0,696
1002474,M,34,12,C,2,0,792
1002475,F,30,18,A,2,0,544
1002476,M,54,12,C,1,1,801
1002477,M,48,0,B,1,1,776
1002478,M,52,1,A,0,0,787
1002479,F,29,1,C,2,0,618
1002480,F,18,20,C,3,1,966
1002481,M,42,14,C,1,0,709
1002482,F,54,3,C,1,1,799
1002483,M,62,13,C,3,1,521
1002484,M,50,5,B,0,0,601
1002485,M,43,14,C,3,1,792
1002486,M,24,12,A,1,0,810
1002487,M,46,7,B,0,1,693
1002488,F,47,2,C,2,0,864
1002489,F,40,9,B,1,0,518
1002490,M,34,12,B,3,1,588
1002491,M,38,7,C,0,0,810
1002492,F,49,2,C,4+,1,697
1002493,M,50,2,B,1,1,792
1002494,M,19,4,C,1,0,583
1002495,F,24,4,C,4+,0,714
1002496,M,55,1,B,1,0,532
1002497,F,55,14,A,3,1,702
1002498,M,62,18,C,1,1,608
1002499,M,51,0,C,0,1,545
1002500,M,65,1,B,1,0,517
1002501,M,29,15,B,2,0,596
1002502,M,75,13,B,4+,1,606
1002503,M,44,17,C,3,1,523
1002504,M,26,7,A,2,1,620
1002505,M,28,7,A,3,1,692
1002506,F,29,14,A,4+,0,778
1002507,M,26,4,A,0,1,872
1002508,F,44,3,C,4+,1,879
1002509,M,31,5,C,1,1,806
1002510,M,29,7,C,0,0,866
1002511,M,29,7,C,2,0,785
1002512,F,47,14,C,1,1,977
1002513,M,75,1,A,1,1,883
1002514,M,73,14,A,1,1,1000
1002515,M,50,12,C,4+,1,979
1002516,F,50,6,C,1,1,526
1002517,F,38,9,C,1,0,702
1002518,M,29,7,C,4+,0,863
1002519,F,46,2,B,0,0,597
1002520,F,59,2,C,3,1,534
1002521,M,42,17,B,1,0,582
1002522,M,22,11,A,1,0,541
1002523,M,34,17,B,0,0,795
1002524,F,74,9,C,2,1,827
1002525,F,36,1,A,0,0,686
1002526,M,68,13,B,4+,1,687
1002527,M,44,15,C,2,0,989
1002528,M,68,0,A,1,0,788
1002529,F,44,9,A,3,0,607
1002530,M,25,0,B,1,0,530
1002531,F,46,7,C,0,1,799
1002532,F,71,13,C,0,0,587
1002533,F,33,3,B,1,0,799
1002534,F,53,6,A,2,1,880
1002535,F,69,2,C,2,1,527
1002536,M,74,13,B,4+,1,702
1002537,M,42,11,B,0,0,891
1002538,M,67,13,B,3,0,613
1002539,M,38,7,C,3,1,797
1002540,F,50,6,B,3,1,776
1002541,F,37,5,B,1,1,523
1002542,F,47,13,A,2,1,857
1002543,F,39,0,B,2,0,982
1002544,M,46,1,B,1,0,638
1002545,M,65,13,B,2,1,784
1002546,F,64,13,C,4+,0,520
1002547,F,45,0,C,0,1,869
1002548,F,42,6,C,2,0,696
1002549,M,59,13,C,3,1,
1002550,M,52,7,C,2,1,871
1002551,M,29,12,A,1,1,678
1002552,F,30,9,C,2,1,687
1002553,M,31,7,C,0,0,984
1002554,M,27,1,B,1,1,986
1002555,M,73,7,C,2,0,981
1002556,M,27,4,C,2,0,807
1002557,F,21,19,C,3,0,781
1002558,M,56,17,C,3,1,694
1002559,M,25,10,C,2,0,613
1002560,F,46,6,C,1,1,812
1002561,M,33,15,A,2,1,810
1002563,M,49,13,C,0,0,811
1002564,F,41,20,C,2,1,590
1002565,M,37,5,C,3,0,524
1002566,M,36,17,B,3,0,884
1002567,M,33,0,C,1,0,763
1002568,M,33,17,C,1,0,710
1002569,M,46,0,C,0,1,971
1002570,F,58,14,C,0,1,526
1002571,M,40,17,C,4+,0,802
1002572,M,41,14,C,1,0,809
1002573,M,47,16,C,0,1,587
1002574,M,54,6,B,1,1,888
1002575,M,39,7,C,4+,0,615
1002576,M,23,17,B,0,0,802
1002577,M,35,7,C,2,0,526
1002578,M,52,7,A,1,1,586
1002579,M,36,15,C,4+,0,789
1002580,F,46,1,C,2,1,617
1002581,M,29,11,A,1,0,794
1002582,F,32,1,C,3,0,860
1002583,M,36,7,C,4+,0,526
1002584,F,74,1,C,1,1,785
1002585,M,49,15,C,1,1,707
1002586,M,32,20,C,1,1,812
1002587,M,41,7,C,1,0,519
1002588,F,59,13,C,1,1,719
1002589,M,30,0,C,3,0,790
1002590,M,24,4,A,0,0,694
1002591,M,18,1,C,2,1,613
1002592,M,52,7,B,1,1,819
1002593,M,57,16,C,2,0,876
1002594,M,36,7,C,0,0,822
1002595,M,21,4,B,1,0,545
1002596,M,51,7,C,2,1,602
1002597,F,55,0,A,3,1,594
1002598,M,31,17,C,1,1,543
1002599,M,30,12,B,2,0,781
1002600,M,30,14,C,1,1,799
1002601,M,37,16,C,1,0,692
1002602,M,50,12,B,1,0,545
1002603,M,32,17,C,1,0,790
1002604,M,29,0,B,1,1,709
1002605,M,37,7,C,0,1,787
1002606,M,54,7,C,3,1,687
1002607,F,58,0,C,0,0,740
1002608,F,35,1,A,2,0,615
1002610,M,48,7,C,2,0,541
1002611,M,33,3,B,4+,0,524
1002612,F,46,3,C,1,1,535
1002613,M,36,1,A,3,0,863
1002614,M,31,7,C,1,0,972
1002615,M,30,7,C,2,1,814
1002616,M,42,7,C,1,0,795
1002617,F,49,15,C,1,0,786
1002618,F,20,4,C,0,1,777
1002619,M,45,12,C,1,0,794
1002620,M,21,4,C,4+,0,793
1002621,M,23,0,C,1,0,999
1002622,F,38,6,B,2,1,785
1002623,M,58,1,C,2,1,719
1002624,F,44,0,A,1,1,716
1002625,M,43,7,C,3,0,597
1002626,M,63,1,C,3,1,978
1002627,M,27,1,B,2,1,787
1002628,F,32,2,B,0,0,991
1002629,M,27,11,C,0,1,776
1002630,F,24,5,B,4+,0,598
1002631,F,54,1,B,2,1,884
1002632,M,74,0,C,1,0,604
1002633,F,40,9,C,1,1,600
1002634,M,66,1,A,3,1,994
1002636,M,23,12,C,4+,1,707
1002637,F,40,20,B,1,0,614
1002638,M,26,14,B,2,0,807
1002639,F,26,6,C,3,0,984
1002640,M,40,12,C,4+,1,696
1002641,M,28,6,C,1,1,997
1002642,M,27,0,C,0,0,716
1002643,M,50,17,B,1,1,598
1002644,M,25,15,C,3,0,864
1002645,M,26,7,A,1,0,708
1002646,M,50,17,C,1,1,586
1002647,F,37,11,C,1,1,695
1002648,M,31,17,B,2,0,871
1002649,M,34,16,C,2,0,528
1002650,M,46,7,C,1,0,685
1002651,M,71,14,C,3,1,789
1002652,M,37,20,C,2,1,887
1002653,M,35,7,A,0,0,711
1002654,F,39,9,C,0,1,983
1002655,M,37,7,C,1,0,708
1002656,M,58,13,C,2,1,707
1002657,F,15,10,C,1,0,798
1002658,M,33,7,A,3,0,703
1002659,M,36,14,B,4+,1,695
1002660,M,65,17,C,0,0,872
1002661,M,56,13,C,1,0,696
1002662,M,33,17,C,4+,0,701
1002663,F,29,4,B,2,0,582
1002664,M,42,7,B,1,0,548
1002665,M,40,11,B,1,0,714
1002666,M,48,16,C,1,0,813
1002667,F,38,6,C,1,1,785
1002668,F,31,4,A,3,1,800
1002669,M,48,0,C,1,0,697
1002670,M,45,6,B,1,0,712
1002671,F,40,12,C,4+,0,585
1002672,M,36,7,C,1,1,599
1002673,M,40,7,C,0,0,974
1002674,M,31,4,A,1,0,714
1002675,M,41,18,C,3,1,702
1002676,M,72,20,B,1,1,811
1002677,F,42,7,C,4+,0,979
1002678,M,27,6,C,1,1,768
1002679,F,22,4,A,2,0,985
1002680,M,31,12,C,1,1,714
1002681,F,28,4,B,1,0,786
1002682,M,22,4,C,3,1,768
1002683,M,40,7,C,1,1,988
1002684,F,23,0,C,3,1,994
1002685,M,50,7,C,2,1,967
1002686,M,27,0,C,1,0,589
1002687,M,15,10,C,0,0,804
1002688,M,26,17,C,2,0,809
1002689,M,26,12,B,0,0,857
1002690,M,27,7,C,3,1,796
1002691,M,25,4,B,2,0,813
1002692,F,20,4,C,0,0,971
1002693,M,71,13,C,1,0,749
1002694,M,18,4,B,3,1,863
1002695,M,40,11,C,4+,0,821
1002696,M,30,7,C,1,1,691
1002697,F,51,17,C,3,0,609
1002698,F,28,2,B,0,1,703
1002699,F,62,13,C,0,1,616
1002700,M,33,7,C,2,1,978
1002701,M,49,1,A,3,1,832
1002703,M,38,11,C,4+,1,998
1002704,M,75,13,C,1,1,983
1002705,M,29,1,B,3,1,980
1002706,F,35,1,B,4+,0,792
1002707,M,64,13,A,1,1,808
1002708,M,26,7,C,2,1,618
1002709,F,27,0,A,3,0,952
1002710,M,37,17,B,3,0,687
1002711,F,28,4,C,0,0,719
1002712,F,24,19,C,0,0,536
1002713,M,30,7,C,3,1,999
1002714,M,23,4,B,4+,0,539
1002715,F,51,4,C,0,0,804
1002716,F,55,4,C,3,1,607
1002717,M,31,4,C,4+,0,794
1002718,F,34,4,C,4+,1,789
1002719,M,35,12,C,3,0,702
1002720,M,41,0,C,1,0,514
1002721,M,46,14,C,1,0,868
1002722,M,36,7,B,3,1,523
1002724,F,47,2,A,3,1,782
1002725,M,42,7,C,1,1,779
1002726,M,48,11,C,1,1,979
1002727,M,32,11,C,0,0,534
1002728,M,43,12,C,1,0,793
1002729,M,53,7,C,0,1,973
1002730,M,45,11,C,1,1,523
1002731,M,36,7,C,1,0,779
1002732,M,47,17,C,2,1,599
1002733,M,48,17,B,1,1,787
1002734,F,18,4,C,1,0,786
1002735,M,29,7,A,1,0,780
1002736,M,49,12,C,4+,0,805
1002737,M,33,3,B,3,0,801
1002738,F,53,2,B,1,1,869
1002739,F,45,7,C,1,0,520
1002740,M,46,17,B,1,1,995
1002741,M,32,14,A,1,0,705
1002742,M,31,17,C,3,0,689
1002743,M,30,14,B,2,0,865
1002744,M,23,17,C,1,1,872
1002745,F,42,1,C,1,0,792
1002746,M,52,14,C,3,1,876
1002747,F,24,4,B,2,0,888
1002748,M,31,4,B,1,0,709
1002749,M,33,12,A,3,0,983
1002750,F,28,15,B,1,0,706
1002751,F,26,16,C,3,1,540
1002752,M,28,15,A,2,0,858
1002753,F,55,20,B,1,1,807
1002754,M,52,12,A,1,0,529
1002755,M,43,7,C,3,0,796
1002756,M,19,4,C,2,0,703
1002757,M,29,2,A,1,0,982
1002758,M,62,8,C,0,1,712
1002759,M,28,7,C,3,0,686
1002760,M,55,0,C,1,0,766
1002761,M,42,6,B,0,0,709
1002762,M,54,16,C,2,1,808
1002763,F,18,4,A,2,0,691
1002764,M,30,7,B,1,0,984
1002765,M,52,7,C,1,1,585
1002766,M,46,7,C,1,1,545
1002767,M,34,0,B,0,0,885
1002768,M,34,17,A,1,0,612
1002769,M,28,7,C,0,0,792
1002770,M,43,1,C,4+,0,811
1002771,M,20,1,A,4+,0,690
1002772,M,38,17,A,3,1,804
1002773,M,45,2,C,0,0,812
1002774,M,27,1,A,1,0,974
1002775,F,24,4,C,1,1,862
1002776,M,35,14,C,4+,0,716
1002777,M,25,4,B,2,0,608
1002778,M,69,13,B,3,0,710
1002779,M,44,7,B,1,0,811
1002780,M,29,17,A,1,0,538
1002781,M,40,4,C,2,1,522
1002782,F,20,4,C,4+,0,708
1002783,M,47,17,C,0,1,890
1002784,M,54,20,C,2,1,992
1002785,M,74,13,C,1,1,519
1002786,M,33,4,A,2,0,864
1002787,M,32,4,A,4+,0,610
1002788,M,62,1,B,0,1,989
1002789,M,25,4,B,2,1,987
1002790,M,35,20,A,3,0,801
1002791,M,69,7,A,1,1,780
1002792,M,19,4,C,1,0,798
1002793,M,42,7,B,3,0,688
1002794,M,26,2,B,1,1,988
1002795,M,52,13,C,4+,1,541
1002796,M,33,14,B,3,0,785
1002797,F,30,7,A,3,0,534
1002798,M,40,20,B,1,0,995
1002799,M,24,0,C,2,0,539
1002800,F,21,4,C,1,0,833
1002801,F,33,3,A,1,1,614
1002802,M,45,20,B,2,0,702
1002803,M,30,7,B,3,0,796
1002804,F,37,0,C,2,0,805
1002805,M,66,19,B,1,1,977
1002806,M,15,10,B,4+,0,597
1002807,F,40,11,B,2,1,849
1002808,M,57,16,A,3,0,814
1002809,M,29,7,A,4+,0,882
1002810,F,15,10,B,2,0,860
1002811,M,27,19,B,1,0,835
1002812,M,32,17,B,3,0,696
1002813,M,33,20,A,1,0,978
1002814,M,38,7,B,1,0,517
1002815,M,41,17,C,1,0,706
1002816,M,31,7,C,4+,1,817
1002817,M,38,12,C,3,1,974
1002818,M,26,12,B,2,0,972
1002819,M,46,14,C,1,1,686
1002820,F,36,0,A,2,0,797
1002821,M,20,20,B,3,0,970
1002822,M,51,7,B,2,1,516
1002823,M,29,4,C,1,0,795
1002824,M,22,4,C,3,0,694
1002825,F,28,20,B,1,1,806
1002826,M,44,12,A,4+,1,544
1002827,M,27,17,B,4+,0,691
1002828,M,19,4,C,2,0,538
1002830,M,36,7,B,0,0,598
1002831,M,32,0,C,4+,0,880
1002832,M,28,17,B,4+,0,886
1002833,M,29,15,C,2,0,608
1002834,M,38,1,C,1,1,802
1002835,M,44,20,B,2,0,981
1002836,M,35,12,C,2,1,873
1002837,M,23,0,B,1,0,764
1002838,M,22,1,C,1,0,988
1002839,M,34,17,B,1,0,816
1002840,M,29,0,A,1,1,689
1002841,M,54,12,B,1,1,781
1002842,M,41,17,C,4+,0,983
1002843,F,33,4,A,4+,0,771
1002844,M,34,20,C,3,1,819
1002845,M,26,4,C,2,0,664
1002846,F,25,4,C,4+,0,691
1002847,M,21,4,A,3,0,999
1002848,M,35,0,C,1,1,702
1002849,M,48,11,A,3,0,706
1002850,M,24,20,B,4+,0,676
1002851,F,33,7,A,3,1,888
1002852,M,29,12,C,1,0,765
1002853,M,15,1,C,2,0,690
1002854,F,23,4,B,1,0,801
1002855,M,32,4,B,4+,0,984
1002856,M,43,11,A,2,0,589
1002857,M,32,0,B,2,0,668
1002858,F,15,10,B,2,0,543
1002859,M,20,1,C,0,0,871
1002860,M,45,17,A,2,0,888
1002861,M,31,15,C,1,0,980
1002862,M,48,7,C,3,1,974
1002863,F,29,2,B,1,0,997
1002864,F,41,3,C,1,0,803
1002865,F,35,6,C,1,1,797
1002866,M,30,7,C,2,0,759
1002867,M,49,17,C,3,1,985
1002868,M,36,12,B,3,0,865
1002869,M,55,17,C,0,1,700
1002870,M,54,18,B,0,1,710
1002871,F,27,14,C,1,0,601
1002872,M,32,20,B,1,0,800
1002873,F,19,4,B,1,0,881
1002874,F,44,20,B,1,0,529
1002875,M,34,2,B,3,1,695
1002876,M,35,17,C,1,1,791
1002877,M,45,1,C,1,0,691
1002878,F,55,20,A,2,1,985
1002879,M,23,4,C,1,0,867
1002880,M,24,12,A,3,0,805
1002881,F,29,12,C,1,1,884
1002882,M,25,20,A,4+,0,887
1002883,M,19,20,B,3,0,808
1002884,F,54,3,C,1,1,546
1002885,F,25,1,A,2,0,880
1002886,M,25,4,B,3,0,538
1002887,M,33,3,B,3,1,652
1002888,M,29,14,B,2,1,528
1002889,M,37,3,A,1,1,715
1002890,M,44,7,B,2,1,804
1002891,F,21,4,A,1,0,531
1002892,M,28,4,C,3,0,793
1002893,M,35,1,B,4+,0,986
1002894,M,18,4,B,4+,0,810
1002895,M,35,11,B,4+,0,802
1002896,M,23,14,B,0,0,520
1002897,M,26,5,B,0,1,673
1002898,M,25,4,B,4+,0,713
1002899,M,45,14,A,3,1,996
1002900,M,18,12,C,2,1,986
1002901,M,32,17,B,2,0,871
1002902,M,32,12,C,0,0,695
1002903,M,29,16,B,2,0,978
1002904,M,30,4,C,3,0,987
1002905,M,36,17,B,1,0,531
1002906,M,40,19,A,0,0,597
1002907,F,36,5,A,4+,0,710
1002908,M,22,2,C,3,0,760
1002909,M,32,7,A,1,0,811
1002910,M,15,19,C,0,0,747
1002911,F,33,4,A,3,0,543
1002912,F,22,4,A,2,0,546
1002913,F,41,20,B,3,1,776
1002914,M,31,4,B,0,1,795
1002915,M,27,7,C,3,0,718
1002916,M,46,2,C,3,0,525
1002917,M,32,0,A,2,1,535
1002918,M,27,12,B,2,0,606
1002919,M,19,17,C,2,0,794
1002920,M,31,2,A,1,1,531
1002921,M,52,1,C,2,0,999
1002922,M,28,17,B,2,1,792
1002924,F,20,4,B,4+,0,693
1002925,F,33,4,C,3,0,798
1002926,F,25,2,B,1,0,708
1002927,M,29,12,A,2,1,957
1002928,M,34,2,B,1,1,514
1002929,M,24,2,A,4+,0,799
1002930,M,52,17,C,1,1,603
1002931,M,25,4,B,2,0,809
1002932,M,30,12,C,3,0,880
1002933,M,43,11,C,4+,0,522
1002934,F,40,20,B,3,0,703
1002935,M,29,0,B,2,1,812
1002936,F,25,4,B,0,0,864
1002937,F,18,4,A,4+,0,603
1002938,F,30,0,B,1,0,707
1002939,F,31,15,B,1,0,516
1002940,M,32,0,A,0,1,872
1002941,M,38,12,B,1,1,715
1002942,F,54,1,C,1,1,975
1002943,M,36,12,C,1,0,864
1002945,F,43,17,C,4+,1,709
1002946,M,39,16,A,0,1,803
1002947,F,29,0,A,1,1,980
1002948,M,24,14,B,1,0,705
1002949,M,26,17,B,2,0,872
1002950,M,21,0,C,4+,0,792
1002951,F,41,14,B,0,1,975
1002952,M,28,4,B,1,0,530
1002953,M,33,20,C,1,1,809
1002954,M,24,2,C,2,0,604
1002955,M,36,14,C,3,0,800
1002956,M,30,12,B,1,0,795
1002957,M,18,4,A,1,0,585
1002958,M,28,7,C,0,0,994
1002959,M,39,17,B,0,0,800
1002960,M,22,4,A,0,0,887
1002961,M,51,17,C,4+,1,867
1002962,M,41,3,A,2,0,860
1002963,F,18,4,A,3,1,609
1002964,M,26,17,B,3,0,809
1002965,F,41,4,A,2,0,593
1002966,F,31,4,A,2,0,872
1002967,M,34,0,A,1,0,805
1002968,F,22,0,A,2,0,990
1002969,M,29,7,C,4+,1,811
1002970,M,23,4,A,1,0,885
1002971,M,28,4,A,4+,0,774
1002972,M,28,4,A,3,1,692
1002973,F,22,4,B,1,0,547
1002974,M,19,4,A,0,0,540
1002975,M,43,11,C,1,1,701
1002977,F,23,4,A,1,0,777
1002978,M,36,20,C,1,0,612
1002979,M,44,2,B,1,0,717
1002980,M,46,7,C,4+,1,809
1002981,M,46,6,C,4+,1,859
1002982,M,33,4,C,0,0,864
1002983,M,22,4,C,1,0,776
1002984,M,31,4,A,2,1,533
1002985,M,21,4,A,2,1,800
1002986,M,28,4,A,2,1,605
1002987,M,22,4,B,4+,0,991
1002988,F,20,6,A,1,0,543
1002989,M,42,12,A,1,1,535
1002990,M,39,12,B,1,1,716
1002991,M,55,1,A,1,1,701
1002992,M,23,4,C,0,0,702
1002993,M,23,19,C,1,1,974
1002994,M,43,5,A,1,1,536
1002995,M,29,15,A,4+,0,779
1002996,M,21,0,B,1,0,527
1002997,F,36,16,C,2,0,991
1002998,F,30,1,C,0,1,995
1002999,M,29,7,C,2,0,954
1003000,M,28,4,A,1,0,859
1003001,M,23,4,B,1,0,604
1003002,M,50,11,B,0,0,980
1003003,M,20,15,B,3,0,518
1003004,F,24,4,A,1,0,524
1003005,M,32,17,A,1,0,888
1003006,M,25,4,B,4+,1,802
1003007,M,38,0,C,1,1,974
1003008,M,20,4,B,1,1,533
1003009,F,44,3,A,3,1,522
1003010,M,28,12,A,0,0,706
1003011,M,26,1,B,1,0,699
1003012,M,28,12,C,1,1,679
1003013,M,46,17,B,2,1,702
1003014,M,44,7,B,4+,1,616
1003015,M,61,6,C,0,1,999
1003016,M,22,12,A,1,0,978
1003017,F,42,9,B,1,0,518
1003018,M,37,0,B,0,0,688
1003019,M,53,12,A,0,1,704
1003020,F,41,7,B,0,0,873
1003021,F,48,15,C,1,1,617
1003022,M,30,17,C,3,0,800
1003023,F,28,7,C,4+,1,976
1003024,M,42,17,A,4+,0,608
1003025,F,39,0,C,1,0,686
1003026,F,19,4,B,1,0,881
1003027,M,24,4,B,1,0,885
1003028,M,15,10,C,3,0,711
1003029,M,25,4,A,4+,0,779
1003030,M,44,1,A,4+,0,818
1003031,M,20,4,A,3,0,703
1003032,M,26,0,A,1,1,514
1003033,M,25,4,C,3,0,870
1003034,F,24,1,C,1,0,709
1003035,F,33,7,C,2,1,833
1003036,M,67,13,C,1,0,837
1003037,F,26,2,A,2,0,789
1003038,F,37,2,A,1,1,541
1003039,F,55,3,C,0,1,688
1003040,M,27,8,C,0,0,715
1003041,M,26,4,A,1,0,707
1003042,M,66,1,C,3,0,696
1003043,M,23,2,B,4+,0,534
1003044,M,40,16,C,1,1,686
1003045,M,50,1,B,2,1,891
1003046,M,15,4,C,0,0,782
1003047,F,35,4,A,3,0,670
1003048,M,21,2,C,3,1,798
1003049,F,53,0,C,0,1,862
1003050,M,36,12,B,1,0,863
1003051,M,20,17,B,0,0,610
1003052,M,41,12,B,0,1,591
1003053,F,34,3,B,2,1,584
1003054,M,24,4,B,1,1,869
1003055,F,31,3,C,1,1,718
1003056,M,33,18,C,1,1,838
1003057,F,27,12,B,1,0,812
1003058,M,19,12,C,0,0,880
1003059,M,44,0,C,0,1,687
1003060,F,45,1,C,3,1,779
1003061,M,48,2,C,0,1,693
1003062,M,23,4,C,2,0,612
1003063,M,25,4,C,3,0,810
1003064,M,36,17,C,4+,1,858
1003065,F,18,4,A,2,0,978
1003066,M,25,4,A,2,0,649
1003067,F,28,0,A,1,0,537
1003068,F,45,9,C,2,1,592
1003069,M,20,4,C,3,1,709
1003070,F,24,4,C,4+,0,685
1003071,M,35,1,A,2,0,527
1003072,M,52,1,B,4+,1,802
1003073,M,34,0,B,2,0,519
1003074,M,28,0,C,4+,1,887
1003075,F,29,11,C,2,1,600
1003077,M,19,4,B,2,0,709
1003078,F,43,1,C,1,0,981
1003079,F,26,1,A,2,1,994
1003080,M,32,20,A,4+,1,769
1003081,M,32,7,B,1,1,964
1003082,F,45,6,B,1,0,877
1003083,F,53,0,C,0,0,528
1003084,M,26,16,B,1,1,783
1003085,M,34,4,C,1,0,986
1003086,M,22,12,A,1,1,593
1003087,F,15,1,B,0,0,792
1003088,F,27,4,C,4+,0,991
1003089,M,48,16,C,4+,1,990
1003090,M,26,2,C,4+,0,534
1003091,F,29,0,C,1,1,806
1003092,M,43,15,C,2,0,542
1003093,F,48,20,C,2,1,524
1003094,M,43,0,A,1,0,706
1003095,F,34,3,B,1,1,864
1003096,F,48,3,C,1,1,976
1003097,F,32,5,B,4+,0,523
1003098,M,33,4,A,1,1,696
1003099,M,31,17,C,3,1,516
1003100,F,28,6,B,3,0,867
1003101,M,24,15,C,0,0,587
1003102,M,30,12,C,3,1,871
1003103,M,28,20,C,4+,1,609
1003104,M,22,17,C,3,0,788
1003105,M,43,12,C,4+,1,995
1003106,M,28,0,C,4+,0,709
1003108,M,51,6,B,1,1,813
1003109,F,34,11,B,4+,0,821
1003110,M,27,0,B,3,1,819
1003111,M,18,4,C,4+,0,867
1003112,M,24,12,A,3,0,519
1003113,M,28,10,B,2,0,599
1003114,M,25,5,C,2,1,527
1003115,M,41,17,C,4+,1,813
1003116,M,29,12,C,4+,0,716
1003117,M,41,0,C,4+,1,697
1003118,M,29,0,B,1,0,718
1003119,M,49,1,C,4+,1,864
1003120,M,19,4,B,3,1,861
1003121,M,33,2,B,3,0,742
1003122,F,29,7,C,3,1,710
1003123,M,33,2,B,3,0,852
1003124,M,26,12,C,0,0,866
1003125,M,34,7,A,1,0,528
1003126,M,35,2,B,0,1,883
1003127,F,34,0,B,2,1,597
1003128,M,25,2,B,3,0,885
1003129,M,35,7,B,2,0,699
1003130,M,29,7,C,1,0,846
1003131,F,27,2,C,1,1,598
1003132,M,44,7,C,3,0,790
1003133,M,25,4,C,1,0,686
1003134,M,20,4,A,1,1,530
1003135,M,34,15,A,4+,0,701
1003136,F,35,4,C,1,1,783
1003138,M,36,17,C,2,1,704
1003140,F,31,4,C,1,0,776
1003141,M,35,14,C,3,1,879
1003142,M,28,20,B,0,0,528
1003143,F,54,16,C,1,1,697
1003144,F,27,7,C,1,0,591
1003145,M,25,4,A,2,0,980
1003146,M,28,0,C,2,0,689
1003147,M,30,14,C,0,0,713
1003148,M,20,20,C,3,0,521
1003149,M,24,4,C,1,0,802
1003150,F,32,3,C,4+,1,878
1003151,F,29,0,C,1,0,986
1003152,M,24,4,A,3,0,529
1003153,F,28,4,B,2,0,577
1003154,F,27,4,A,0,0,862
